date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
2014-07-05,425000.0,2,2.5,1150,1027,3.0,0,0,3,1150,0,2008,0
2014-07-05,495000.0,4,2.75,2656,21195,2.0,0,0,3,2656,0,2014,0
2014-07-05,365000.0,5,2.75,2410,5003,1.0,0,0,3,1410,1000,2008,0
2014-07-05,417250.0,3,2.25,1606,1452,3.0,0,0,3,1606,0,2009,0
2014-07-05,339950.0,2,1.0,820,681,3.0,0,0,3,820,0,2006,0
2014-08-05,615000.0,2,1.0,1540,6872,1.0,0,0,4,820,720,1946,1989
2014-08-05,403000.0,3,2.75,2090,8354,2.0,0,0,3,2090,0,2012,1912
2014-08-05,980000.0,5,2.5,3160,11470,1.0,0,0,4,1780,1380,1971,0
2014-08-05,258000.0,4,1.75,1730,8320,1.0,0,0,3,1230,500,1977,2004
2014-08-05,533000.0,3,1.0,1670,4080,1.0,0,0,3,1170,500,1967,2011
2014-08-05,537500.0,4,2.5,2550,4630,2.0,0,0,3,2550,0,2005,0
2014-08-05,830000.0,5,3.0,3040,9601,1.0,0,0,5,1970,1070,1968,0
2014-08-05,712000.0,3,1.0,1250,4620,1.5,0,0,4,1150,100,1900,1971
2014-08-05,262000.0,4,2.5,2020,6236,2.0,0,0,3,2020,0,2002,0
2014-08-05,753888.0,4,2.5,2660,5500,2.0,0,2,3,2660,0,2003,0
2014-08-05,134000.0,2,1.5,980,5000,2.0,0,0,3,980,0,1922,2003
2014-08-05,402000.0,3,2.5,1960,8000,1.0,0,0,4,1290,670,1977,0
2014-08-05,205000.0,2,1.0,720,5040,1.0,0,0,3,720,0,1955,2005
2014-08-05,553650.0,2,2.5,1360,1349,2.0,0,0,3,1050,310,1997,0
2014-08-05,559950.0,2,2.0,1870,4950,1.0,0,0,3,1870,0,2006,0
2014-08-05,260000.0,4,1.5,2130,8800,1.0,0,0,3,1100,1030,1962,2003
2014-08-05,270000.0,4,2.5,1810,6509,2.0,0,0,3,1810,0,1994,0
2014-08-05,295000.0,2,1.75,2200,89298,1.0,0,0,3,1100,1100,1973,2013
2014-08-05,719000.0,3,2.5,1690,4500,1.5,0,1,4,1690,0,1928,0
2014-08-05,266000.0,3,2.5,1940,8547,1.0,0,0,3,1460,480,1989,0
2014-08-05,325900.0,4,2.5,2320,6270,2.0,0,0,3,2320,0,2004,2003
2014-08-05,647500.0,4,1.75,2060,26036,1.0,0,0,4,1160,900,1947,1988
2014-08-05,1039000.0,4,1.0,3410,5000,2.0,0,0,5,2190,1220,1910,0
2014-08-05,569000.0,4,2.25,2250,41688,2.0,0,0,3,2250,0,1980,0
2014-08-05,246000.0,3,1.75,1390,7399,1.0,0,0,4,1390,0,1975,0
2014-08-05,515000.0,2,1.0,1060,4960,1.0,0,0,3,1060,0,1926,2003
2014-08-05,207000.0,3,1.0,1490,8995,1.0,0,0,4,1490,0,1954,1979
2014-08-05,780000.0,4,1.75,2480,9195,1.0,0,0,3,1390,1090,1950,2005
2014-08-05,489990.0,5,2.25,2440,20828,1.5,0,0,4,2440,0,1975,0
2014-08-05,335000.0,3,1.5,2240,87625,1.5,0,0,2,1480,760,1980,0
2014-08-05,295000.0,3,2.5,1920,7229,2.0,0,0,3,1920,0,1993,0
2014-08-05,385000.0,3,1.75,1890,9920,1.0,0,0,3,1230,660,1944,0
2014-08-05,350000.0,4,1.75,2250,13515,1.0,0,0,4,2150,100,1940,2001
2014-08-05,235000.0,2,1.0,1270,3008,1.0,0,0,4,650,620,1923,0
2014-08-05,358000.0,2,1.5,960,1808,2.0,0,0,3,960,0,1993,0
2014-08-05,716500.0,4,2.5,3290,6465,2.0,0,0,3,3290,0,2002,0
2014-08-05,228000.0,4,1.75,2000,6120,1.0,0,0,3,1100,900,1965,1993
2014-08-05,405000.0,2,1.0,1020,8155,1.0,0,0,4,1020,0,1948,0
2014-08-05,538000.0,4,1.75,1840,9600,1.0,0,0,3,1220,620,1967,2011
2014-08-05,530000.0,3,1.75,1980,6760,1.0,0,0,4,1980,0,1973,0
2014-08-05,1750000.0,6,3.0,3510,5760,2.5,0,0,4,3510,0,1906,1990
2014-08-05,636000.0,2,1.75,1230,3600,1.5,0,0,5,1230,0,1925,0
2014-08-05,535000.0,4,2.5,2280,65836,2.0,0,0,3,2280,0,2004,2003
2014-08-05,1500000.0,3,1.75,2430,12757,1.0,0,2,4,1340,1090,1952,0
2014-08-05,868500.0,3,2.5,2920,3942,3.0,0,0,3,2920,0,2008,0
2014-08-05,530000.0,4,2.75,2280,2850,1.5,0,0,4,1540,740,1930,0
2014-08-05,450000.0,3,2.0,1510,43560,1.0,0,0,3,1510,0,1954,2005
2014-08-05,230000.0,3,1.75,950,6000,1.0,0,0,3,790,160,1939,1969
2014-08-05,229000.0,3,2.5,1190,3000,2.0,0,0,3,1190,0,2002,0
2014-08-05,437000.0,3,1.75,1310,9282,1.0,0,0,4,1310,0,1976,1992
2014-08-05,1307000.0,5,3.25,2800,3200,1.5,0,0,5,1910,890,1932,2002
2014-08-05,595000.0,3,2.5,1750,3354,2.0,0,0,4,1750,0,1991,0
2014-08-05,660000.0,3,1.75,1320,5750,1.5,0,0,5,1320,0,1918,0
2014-08-05,347500.0,4,2.5,2460,7350,2.0,0,0,3,2460,0,1989,0
2014-08-05,297950.0,3,2.0,1240,10800,1.0,0,0,3,1240,0,1967,2010
2014-08-05,245000.0,3,1.5,1260,7964,1.0,0,0,4,1260,0,1955,2009
2014-08-05,543200.0,6,2.25,2820,15600,1.5,0,2,5,1970,850,1940,0
2014-08-05,1250000.0,4,3.25,3820,24166,2.0,0,1,4,3310,510,1990,0
2014-08-05,413450.0,3,2.5,1540,1614,3.0,0,0,3,1470,70,2008,0
2014-08-05,330000.0,2,2.0,1550,435600,1.5,0,0,2,1550,0,1972,0
2014-08-05,424500.0,3,1.75,1460,7700,1.0,0,0,3,1460,0,1979,2014
2014-08-05,230000.0,3,1.0,1390,16000,1.0,0,0,4,1390,0,1960,2001
2014-08-05,930000.0,3,3.25,2640,4080,2.0,0,0,3,1840,800,1912,2000
2014-08-05,349000.0,3,1.75,1590,9620,1.0,0,0,3,1590,0,1988,2000
2014-08-05,835000.0,4,2.0,1910,6960,1.5,0,0,5,1910,0,1941,0
2014-08-05,988500.0,3,2.75,2015,16807,2.0,1,4,3,2015,0,2007,0
2014-08-05,500000.0,3,1.75,1410,1197,3.0,0,0,3,1410,0,2012,1912
2014-08-05,499000.0,2,1.5,1110,957,2.0,0,0,3,930,180,2005,0
2014-08-05,321950.0,2,1.25,860,1277,2.0,0,0,3,860,0,2007,0
2014-08-05,494000.0,3,2.5,2310,4729,2.0,0,0,3,2310,0,2011,0
2014-08-05,441750.0,2,1.5,1020,1060,3.0,0,0,3,1020,0,2008,0
2014-08-05,438000.0,2,1.0,980,1179,2.0,0,0,3,980,0,2010,0
2014-09-05,985000.0,4,2.25,4230,37769,2.0,0,0,3,4230,0,1989,0
2014-09-05,352000.0,3,2.25,1640,11050,1.0,0,0,4,1640,0,1972,0
2014-09-05,839900.0,4,3.5,3810,13592,1.0,0,1,3,2560,1250,2013,1923
2014-09-05,765000.0,4,2.75,2790,10819,2.0,0,0,3,2790,0,1996,0
2014-09-05,460000.0,4,1.75,1750,5500,1.5,0,0,5,1050,700,1926,0
2014-09-05,224500.0,4,1.0,1430,8355,1.5,0,0,4,1430,0,1983,0
2014-09-05,254000.0,3,2.5,1850,4597,2.0,0,0,3,1850,0,2003,0
2014-09-05,255000.0,2,1.0,960,28717,1.0,0,0,4,960,0,1984,0
2014-09-05,610000.0,3,3.0,2480,45302,1.0,0,0,4,1620,860,1976,1992
2014-09-05,920000.0,4,3.0,3750,11025,2.0,0,0,3,3750,0,1976,0
2014-09-05,402500.0,4,2.5,2600,11951,2.0,0,0,3,2600,0,1988,2000
2014-09-05,280950.0,3,1.75,1390,8700,1.0,0,3,4,840,550,1912,1989
2014-09-05,604000.0,4,2.5,2260,7753,2.0,0,0,3,2260,0,1989,0
2014-09-05,565000.0,4,2.25,2470,7447,2.0,0,0,3,2470,0,1984,0
2014-09-05,255000.0,2,1.0,810,7980,1.0,0,0,1,810,0,1928,0
2014-09-05,445000.0,4,2.0,1650,6000,1.0,0,0,5,1000,650,1959,0
2014-09-05,2400000.0,3,2.25,3000,11665,1.5,1,4,3,3000,0,2001,0
2014-09-05,195000.0,2,1.0,720,18000,1.0,0,0,3,720,0,1950,2005
2014-09-05,275000.0,3,1.5,1390,48257,1.0,0,0,3,1390,0,1922,2013
2014-09-05,387000.0,3,2.25,1445,1606,2.0,0,0,3,1300,145,2003,0
2014-09-05,490000.0,2,1.0,1840,3300,1.5,0,0,4,1130,710,1910,0
2014-09-05,505000.0,3,2.5,2100,5824,2.0,0,2,3,2100,0,1999,0
2014-09-05,303500.0,3,1.5,1060,10464,1.0,0,0,4,1060,0,1973,0
2014-09-05,270000.0,3,1.5,1500,6337,1.0,0,0,5,1500,0,1953,0
2014-09-05,323000.0,4,2.75,1970,7213,1.0,0,0,3,1170,800,1977,2004
2014-09-05,382000.0,3,3.25,1410,1253,3.0,0,0,3,1410,0,2005,0
2014-09-05,1370000.0,4,2.75,3720,9450,1.0,0,4,5,1960,1760,1962,0
2014-09-05,280000.0,4,2.0,2190,14439,1.0,0,0,4,1180,1010,1977,0
2014-09-05,260000.0,3,2.0,1920,8075,1.0,0,0,4,1510,410,1969,0
2014-09-05,201500.0,3,1.0,1160,8320,1.0,0,0,4,1160,0,1959,0
2014-09-05,1157200.0,4,4.25,5860,52889,2.0,0,0,4,4910,950,1996,0
2014-09-05,536500.0,4,1.75,2000,4000,1.5,0,0,5,1450,550,1926,0
2014-09-05,248000.0,4,3.0,2163,5883,2.0,0,0,3,2163,0,2006,0
2014-09-05,532000.0,5,3.0,3480,57499,1.0,0,0,4,2340,1140,1976,1992
2014-09-05,580000.0,4,2.5,2840,6268,2.0,0,0,3,2840,0,1998,2006
2014-09-05,463000.0,2,1.0,1150,4400,1.0,0,0,4,1150,0,1905,0
2014-09-05,742500.0,4,2.75,3100,3773,2.0,0,0,3,2000,1100,1919,1996
2014-09-05,260000.0,3,2.5,1420,14850,1.0,0,0,4,1020,400,1963,0
2014-09-05,590000.0,4,2.25,2430,32496,1.0,0,0,3,2430,0,1993,0
2014-09-05,312000.0,4,2.25,1930,7452,1.0,0,0,3,1430,500,1984,0
2014-09-05,566000.0,3,2.25,1660,10140,1.0,0,0,4,1370,290,1980,0
2014-09-05,511555.0,3,2.0,1400,7293,1.0,0,0,4,1400,0,1963,0
2014-09-05,583000.0,4,2.5,2660,4000,2.0,0,0,3,2660,0,2001,0
2014-09-05,290000.0,4,2.5,2000,13300,1.0,0,0,4,1200,800,1968,0
2014-09-05,311100.0,4,2.25,2130,8078,1.0,0,0,4,1380,750,1977,0
2014-09-05,325000.0,3,2.25,1352,1694,3.0,0,0,3,1352,0,2007,0
2014-09-05,491300.0,3,1.75,1750,11340,1.0,0,1,4,1300,450,1987,0
2014-09-05,315000.0,5,1.75,2320,8100,1.0,0,0,4,1160,1160,1956,0
2014-09-05,360000.0,2,1.0,1420,81892,1.0,0,0,3,1180,240,1956,2001
2014-09-05,330000.0,4,2.5,1940,3784,2.0,0,0,3,1940,0,2003,0
2014-09-05,481450.0,3,2.0,1410,4800,1.0,0,0,3,1410,0,1940,1996
2014-09-05,234950.0,3,1.0,1360,9948,1.0,0,0,3,1360,0,1977,2004
2014-09-05,251000.0,3,1.75,1220,7250,1.0,0,0,3,1220,0,1962,2003
2014-09-05,782000.0,4,2.5,2830,20345,2.0,0,0,3,1980,850,1979,2014
2014-09-05,833000.0,4,2.75,3780,10308,2.0,0,0,3,3780,0,1999,0
2014-09-05,542500.0,4,2.5,2330,14289,2.0,0,0,4,2330,0,1978,2000
2014-09-05,851000.0,3,2.5,3560,107290,2.0,0,0,3,3560,0,1987,2000
2014-09-05,325000.0,4,1.5,1470,70800,1.0,0,0,3,1470,0,1976,0
2014-09-05,415000.0,4,2.25,3060,48787,2.0,0,0,3,3060,0,1992,0
2014-09-05,252500.0,3,1.0,1030,6127,1.0,0,0,3,880,150,1947,2012
2014-09-05,465000.0,4,2.5,1930,9653,1.0,0,0,4,1930,0,1968,0
2014-09-05,336900.0,3,1.75,1780,120661,1.0,0,0,4,1780,0,1979,0
2014-09-05,225000.0,3,2.5,2000,9202,2.0,0,0,4,2000,0,1992,0
2014-09-05,270000.0,3,2.0,1690,9583,1.0,0,0,4,1690,0,1969,0
2014-09-05,1702500.0,5,4.5,5190,23716,2.0,0,2,3,3390,1800,1987,2000
2014-09-05,536000.0,3,1.75,1300,5413,1.5,0,0,3,1300,0,1925,1992
2014-09-05,585000.0,4,3.25,2400,29252,2.0,0,0,4,2400,0,1982,2011
2014-09-05,445000.0,2,2.0,1150,6634,1.0,0,0,3,860,290,1940,1996
2014-09-05,320000.0,4,2.25,2310,7490,2.0,0,0,3,2310,0,1980,0
2014-09-05,769900.0,4,3.5,2730,3047,2.0,0,0,3,2400,330,2006,0
2014-09-05,557000.0,4,2.5,2840,4500,2.0,0,0,3,2840,0,2012,1912
2014-09-05,212000.0,2,1.5,1020,1525,2.0,0,0,3,1020,0,2004,2003
2014-09-05,376000.0,3,2.0,1340,1384,3.0,0,0,3,1340,0,2008,0
2014-09-05,800000.0,4,3.25,3540,159430,2.0,0,0,3,3540,0,2007,0
2014-09-05,2238888.0,5,6.5,7270,130017,2.0,0,0,3,6420,850,2010,0
2014-09-05,324000.0,3,2.25,998,904,2.0,0,0,3,798,200,2007,0
2014-10-05,549900.0,5,2.75,3060,7015,1.0,0,0,5,1600,1460,1979,0
2014-10-05,320000.0,3,2.5,2130,6969,2.0,0,0,3,2130,0,2003,0
2014-10-05,875000.0,4,2.0,2520,6000,1.0,0,0,3,1400,1120,1921,2007
2014-10-05,265000.0,4,1.0,1940,9533,1.0,0,0,3,1080,860,1962,2003
2014-10-05,394950.0,3,2.5,1350,1250,3.0,0,0,3,1270,80,2006,0
2014-11-05,842500.0,4,2.5,2160,5298,2.5,0,0,4,2160,0,1902,0
2014-11-05,368000.0,3,2.5,1370,1350,2.0,0,0,3,1010,360,2007,0
2014-12-05,1225000.0,4,4.5,5420,101930,1.0,0,0,3,3890,1530,2001,0
2014-12-05,885000.0,4,2.5,2830,5000,2.0,0,0,3,2830,0,1995,0
2014-12-05,453246.0,3,2.5,2010,2287,2.0,0,0,3,1390,620,2014,0
2014-12-05,927000.0,4,2.75,3300,12090,2.0,0,0,3,3300,0,1953,0
2014-12-05,490000.0,2,2.5,1230,1391,2.0,0,0,3,870,360,2004,2003
2014-12-05,341000.0,3,1.5,1720,7119,1.5,0,0,4,1720,0,1952,0
2014-12-05,235000.0,1,1.0,810,2451,1.0,0,0,5,810,0,1941,0
2014-12-05,1200000.0,3,1.75,1560,8078,1.5,1,4,4,1560,0,1928,0
2014-12-05,560000.0,3,2.0,2560,216777,1.0,0,0,3,2560,0,1986,0
2014-12-05,900000.0,4,3.25,4700,38412,2.0,0,0,3,3420,1280,1978,0
2014-12-05,255000.0,2,1.0,1220,2500,1.0,0,0,3,770,450,1910,2006
2014-12-05,1575000.0,5,2.75,3650,20150,1.0,0,0,4,2360,1290,1975,0
2014-12-05,876650.0,3,3.25,2170,12508,1.5,0,0,5,1650,520,1928,1970
2014-12-05,540000.0,4,2.25,2540,228254,1.0,0,0,3,1450,1090,1990,2009
2014-12-05,350000.0,2,1.0,910,4500,1.5,0,0,4,910,0,1906,1990
2014-12-05,750000.0,4,2.5,2980,4930,2.0,0,0,3,2890,90,2000,0
2014-12-05,582000.0,4,1.75,2120,4650,1.0,0,1,3,1190,930,1951,1994
2014-12-05,1315000.0,4,3.5,3460,3997,2.0,0,0,3,2560,900,2004,2003
2014-12-05,372500.0,5,3.0,2480,10090,1.0,0,0,3,1300,1180,2004,2003
2014-12-05,410000.0,3,2.25,2200,16921,2.0,0,0,3,2200,0,1987,2000
2014-12-05,360000.0,4,2.0,1730,5500,1.0,0,0,5,1010,720,1943,0
2014-12-05,1015000.0,3,2.5,2920,34527,1.0,0,4,4,1800,1120,1954,1983
2014-12-05,225000.0,3,1.0,990,8012,1.0,0,0,4,990,0,1966,0
2014-12-05,647000.0,4,2.5,3040,6887,2.0,0,0,3,3040,0,1999,0
2014-12-05,950000.0,5,3.0,4530,258746,1.5,0,0,4,3200,1330,2003,0
2014-12-05,185000.0,3,1.5,1370,8470,1.0,0,0,4,1370,0,1961,2001
2014-12-05,335000.0,3,2.5,1940,4927,2.0,0,0,3,1940,0,2004,2003
2014-12-05,210000.0,3,2.5,1040,2643,2.0,0,0,3,720,320,2004,2003
2014-12-05,522000.0,4,2.25,1800,8623,1.0,0,0,4,1360,440,1980,0
2014-12-05,770000.0,3,1.75,1720,5000,1.0,0,0,3,1720,0,1954,2014
2014-12-05,499950.0,3,1.0,980,6380,1.0,0,0,3,760,220,1941,1994
2014-12-05,751000.0,4,2.5,3110,6142,2.0,0,0,3,3110,0,2004,2003
2014-12-05,330000.0,5,3.0,2100,7715,1.0,0,0,3,1250,850,2013,1923
2014-12-05,465000.0,3,1.5,2020,11358,1.0,0,0,4,1190,830,1956,0
2014-12-05,850000.0,4,1.75,2350,11914,1.0,0,0,4,2350,0,1961,2001
2014-12-05,947500.0,4,2.25,3290,12329,1.5,0,0,4,3290,0,1968,0
2014-12-05,302000.0,5,2.25,2180,7813,2.0,0,0,3,2180,0,1986,0
2014-12-05,500000.0,2,2.25,1290,1334,3.0,0,0,3,1290,0,2007,0
2014-12-05,201000.0,3,1.0,1460,9750,1.0,0,0,4,1460,0,1969,0
2014-12-05,265000.0,2,1.0,1290,2828,2.0,0,0,3,1290,0,2008,0
2014-12-05,870300.0,4,2.5,2350,3150,1.5,0,0,4,1690,660,1910,0
2014-12-05,339000.0,3,1.0,1080,8100,1.0,0,0,4,1080,0,1955,2009
2014-12-05,690000.0,4,2.5,2670,13463,2.0,0,0,4,2670,0,1989,0
2014-12-05,788000.0,4,3.25,3680,5759,2.0,0,0,3,2840,840,2003,0
2014-12-05,315275.0,3,1.75,1440,8040,1.0,0,0,3,960,480,1951,1994
2014-12-05,505000.0,4,1.75,1940,4800,1.0,0,0,5,1030,910,1922,1956
2014-12-05,368000.0,3,1.0,1280,9898,1.0,0,0,3,1280,0,1968,1997
2014-12-05,947500.0,3,2.75,2980,27144,1.5,1,2,5,2180,800,1917,0
2014-12-05,156000.0,3,1.0,970,8580,1.0,0,0,3,970,0,1959,1989
2014-12-05,610000.0,4,3.0,2110,5000,1.5,0,2,4,1640,470,1930,0
2014-12-05,420000.0,2,2.5,1480,1369,3.0,0,0,3,1480,0,2009,0
2014-12-05,192000.0,2,1.0,700,10540,1.0,0,0,3,700,0,1953,0
2014-12-05,910000.0,3,2.0,2700,6120,1.0,0,0,4,1350,1350,1962,0
2014-12-05,1300000.0,4,3.25,2330,9687,2.0,0,3,3,2330,0,1918,0
2014-12-05,1346400.0,5,1.75,3380,20021,1.0,0,0,4,1690,1690,1963,0
2014-12-05,840000.0,4,2.75,2600,2750,1.5,0,0,3,1620,980,1936,0
2014-12-05,300000.0,2,1.75,1360,8100,1.0,0,0,3,860,500,1975,0
2014-12-05,505000.0,4,2.5,2780,6369,1.0,0,0,3,1590,1190,1978,0
2014-12-05,110000.0,3,1.0,1250,53143,1.0,0,0,5,1250,0,1945,0
2014-12-05,746000.0,3,2.5,2620,8950,2.0,0,0,3,2620,0,1992,0
2014-12-05,211000.0,3,1.5,1350,7620,1.0,0,0,5,1350,0,1941,0
2014-12-05,675000.0,4,3.0,2400,3340,1.0,0,0,4,1200,1200,1964,0
2014-12-05,734200.0,4,2.5,2760,5000,1.5,0,0,5,1680,1080,1928,1970
2014-12-05,1225000.0,4,2.25,3070,16028,1.0,0,3,3,1870,1200,1976,0
2014-12-05,615000.0,2,1.75,2040,28593,1.5,1,3,4,2040,0,1919,1990
2014-12-05,630000.0,4,2.0,1770,6000,2.0,0,0,5,1770,0,1911,1981
2014-12-05,1264000.0,4,3.75,3490,9170,2.0,0,0,3,3490,0,2012,1912
2014-12-05,301500.0,2,1.5,830,1333,2.0,0,0,3,830,0,2005,0
2014-12-05,369000.0,2,2.5,980,895,2.0,0,0,3,670,310,2009,0
2014-12-05,635000.0,3,2.5,1570,1433,3.0,0,0,3,1570,0,2010,0
2014-12-05,1033888.0,4,3.25,3270,5187,2.0,0,0,3,3110,160,2014,0
2014-12-05,383000.0,4,2.5,2160,6223,2.0,0,0,3,2160,0,2010,0
2014-12-05,1050000.0,4,3.75,3280,11000,2.0,0,0,3,2320,960,2008,0
2014-01-06,459000.0,3,1.75,1620,7330,1.0,0,0,4,1090,530,1974,0
2014-01-06,243000.0,3,1.75,1790,12000,1.0,0,0,3,1040,750,1960,2012
2014-01-06,1505000.0,4,3.5,3480,7232,2.0,0,0,3,2580,900,1926,2010
2014-01-06,660000.0,4,1.75,2780,9900,2.0,0,0,4,2780,0,1978,2000
2014-01-06,1595000.0,5,3.0,3640,8239,2.0,0,3,3,2540,1100,1982,0
2014-01-06,250000.0,1,1.0,750,4000,1.0,0,0,3,750,0,1918,0
2014-02-06,315000.0,3,1.0,960,6634,1.0,0,0,3,960,0,1952,2008
2014-02-06,404000.0,3,1.5,2030,8880,1.0,0,0,3,1330,700,1963,2008
2014-02-06,559900.0,3,2.75,2930,5569,1.0,0,0,3,1860,1070,2004,2003
2014-02-06,285000.0,2,2.5,1380,1073,2.0,0,0,3,1140,240,2011,0
2014-02-06,500000.0,3,2.0,1720,5525,1.0,0,2,5,960,760,1941,0
2014-02-06,380000.0,2,1.0,1210,4800,1.0,0,0,3,1060,150,1950,2005
2014-02-06,469000.0,3,1.0,950,4250,1.5,0,0,5,950,0,1948,1985
2014-02-06,405000.0,2,1.75,1710,4234,2.0,0,0,3,1330,380,1920,1979
2014-02-06,439900.0,2,2.0,1410,12282,1.5,0,0,5,1410,0,1909,1988
2014-02-06,525000.0,4,2.5,2910,7631,2.0,0,2,3,2910,0,2006,0
2014-02-06,580000.0,4,2.5,2220,7064,2.0,0,0,3,2220,0,1988,2000
2014-02-06,1250000.0,5,3.25,3160,13238,2.0,0,0,5,3160,0,1972,0
2014-02-06,275000.0,3,2.0,1380,4500,1.0,0,0,3,1380,0,2008,0
2014-02-06,629000.0,3,2.0,1760,5000,1.0,0,0,5,960,800,1920,0
2014-02-06,395000.0,1,1.0,730,3000,1.0,0,0,3,730,0,1911,1979
2014-02-06,965000.0,4,2.5,2460,5000,2.0,0,0,5,1620,840,1938,0
2014-02-06,820000.0,3,1.75,2160,6272,1.0,0,0,4,1390,770,1960,2001
2014-02-06,661000.0,4,2.25,1990,4600,1.5,0,2,4,1420,570,1932,1958
2014-02-06,789000.0,3,3.0,3740,39640,2.0,0,2,3,3740,0,1991,0
2014-02-06,668500.0,4,2.5,2710,5500,2.0,0,0,3,2710,0,1999,0
2014-02-06,350000.0,3,2.5,2680,7836,2.0,0,0,3,2680,0,1990,2009
2014-02-06,250000.0,4,2.0,1850,7560,1.0,0,0,4,1540,310,1978,2000
2014-02-06,725995.0,4,2.5,3190,7869,2.0,0,2,3,3190,0,2001,0
2014-02-06,1000000.0,3,2.5,2730,5832,2.0,0,0,3,2730,0,1998,2006
2014-02-06,686000.0,3,1.5,1840,9990,2.0,0,0,5,1840,0,1961,0
2014-02-06,665000.0,4,2.5,2720,10000,2.0,0,0,3,2720,0,1987,2000
2014-02-06,1965221.0,4,3.5,4370,8510,2.0,0,1,3,3610,760,2003,0
2014-02-06,653000.0,3,2.5,2290,3475,2.0,0,0,3,2290,0,2006,0
2014-02-06,430000.0,2,1.0,990,4802,1.0,0,0,3,990,0,1947,2012
2014-02-06,305000.0,2,1.5,1140,2980,2.0,0,0,3,1140,0,1988,2000
2014-02-06,809000.0,4,1.5,1840,4337,2.0,0,0,4,1840,0,1917,0
2014-02-06,440150.0,2,1.0,1110,6800,1.0,0,0,5,1000,110,1947,0
2014-02-06,615000.0,4,2.5,2150,9070,2.0,0,0,4,2150,0,1985,0
2014-02-06,1035000.0,3,2.5,2230,5750,2.0,0,0,3,2230,0,2003,0
2014-02-06,455000.0,2,1.0,1170,6000,1.0,0,0,4,970,200,1941,1998
2014-02-06,635000.0,3,2.5,1960,7200,1.0,0,0,4,980,980,1940,2001
2014-02-06,675000.0,3,2.25,2610,9002,2.0,0,0,3,2610,0,1988,2000
2014-02-06,316000.0,3,2.25,2130,8721,1.0,0,0,3,1570,560,1987,2000
2014-02-06,955000.0,3,2.25,3020,43560,2.0,0,0,3,2720,300,1969,2010
2014-02-06,985000.0,3,1.75,1670,5400,2.0,0,0,5,1670,0,1912,0
2014-02-06,465500.0,3,1.75,1890,7004,1.0,0,0,3,1290,600,1965,1993
2014-02-06,305000.0,3,1.0,950,13475,1.0,0,0,3,950,0,1950,2005
2014-02-06,645000.0,4,2.5,2430,14400,1.0,0,0,5,1670,760,1963,0
2014-02-06,730000.0,4,2.0,2360,6000,1.0,0,0,5,1260,1100,1939,0
2014-02-06,366000.0,3,1.75,1510,8301,1.0,0,0,3,1510,0,1967,2011
2014-02-06,290000.0,3,2.5,2080,4828,2.0,0,0,3,2080,0,2002,0
2014-02-06,472500.0,3,2.0,1750,15500,1.0,0,0,3,1490,260,1982,0
2014-02-06,550000.0,3,2.0,1810,4064,1.5,0,0,3,1810,0,1925,2002
2014-02-06,410000.0,4,1.75,1790,11875,1.0,0,0,4,1490,300,1969,0
2014-02-06,440000.0,4,2.75,2340,11034,1.0,0,0,3,1720,620,1967,2011
2014-02-06,535000.0,3,2.5,1690,9626,2.0,0,0,3,1690,0,1984,0
2014-02-06,300000.0,4,2.5,2070,7476,2.0,0,0,3,2070,0,2003,0
2014-02-06,432500.0,3,2.5,2240,6396,2.0,0,0,3,2240,0,2002,0
2014-02-06,870000.0,4,3.0,4500,21780,2.0,0,2,3,3040,1460,1980,0
2014-02-06,492000.0,3,1.75,2770,39927,1.0,0,0,4,1580,1190,1978,2000
2014-02-06,199950.0,3,1.0,1010,7245,1.0,0,0,3,1010,0,1969,2010
2014-02-06,439800.0,3,1.5,1120,6900,1.0,0,0,5,1120,0,1956,0
2014-02-06,320000.0,5,2.5,3020,21441,1.0,0,0,4,1510,1510,1978,2000
2014-02-06,687000.0,4,3.25,4400,186846,2.0,0,0,4,4400,0,1993,0
2014-02-06,345000.0,3,1.75,1990,5650,1.0,0,1,3,1320,670,1963,2008
2014-02-06,274950.0,3,1.0,1450,8820,1.0,0,0,3,1050,400,1958,2004
2014-02-06,270000.0,4,2.5,1920,8497,2.0,0,0,3,1920,0,1998,2006
2014-02-06,342000.0,2,2.5,1175,1366,2.0,0,0,3,740,435,2005,0
2014-02-06,327000.0,3,1.5,1320,13200,1.0,0,0,3,1320,0,1970,2014
2014-02-06,610000.0,5,2.5,3990,3839,1.0,0,0,4,1990,2000,1962,0
2014-02-06,455000.0,2,1.0,1140,5720,1.0,0,0,3,850,290,1947,2012
2014-02-06,540000.0,4,1.75,1720,4240,1.5,0,0,4,1460,260,1925,1968
2014-02-06,411000.0,4,2.75,2150,9915,1.0,0,0,5,1240,910,1976,0
2014-02-06,544000.0,3,1.5,1790,8203,1.5,0,1,3,1790,0,1910,2006
2014-02-06,802000.0,2,2.5,2210,6327,1.0,0,0,3,2210,0,2003,0
2014-02-06,568500.0,3,2.75,2180,7519,1.0,0,0,4,1310,870,1981,0
2014-02-06,391000.0,3,2.25,1410,1290,2.0,0,0,3,1290,120,2004,2003
2014-02-06,298000.0,3,2.5,1950,3600,2.0,0,0,3,1950,0,2010,0
2014-02-06,400000.0,3,2.5,1495,936,3.0,0,0,3,1405,90,2006,0
2014-03-06,425000.0,3,2.25,1660,6000,1.0,0,0,3,1110,550,1979,2014
